year,method,u,n_mentees,n_mentor_pool,top20_cutoff_rank,k_top20_pool,pct_top20_pool,top20_pool_lo,top20_pool_hi,k_rank1,pct_rank1,rank1_lo,rank1_hi,pct_top20_repo,top20_repo_lo,top20_repo_hi,mean_pool_percentile,median_rank
2025,Cosine Similarity,1.5,107,124,24,103,96.26168224299066,90.70452894506056,98.9721999272242,47,43.925233644859816,34.343941172254475,53.851411555406024,87.85046728971963,80.12028729530961,93.36957874524168,3.183648658916496,2
2025,Matching Words,1.5,107,124,24,106,99.06542056074767,94.9027457430558,99.97634129632374,42,39.25233644859813,29.95173108022766,49.16369462554344,80.37383177570094,71.57763004138495,87.42126696745967,2.803738317757009,3
2023,Cosine Similarity,1.6,197,206,41,184,93.4010152284264,88.97988091882107,96.43982119363221,65,32.994923857868024,26.476748226318314,40.03393428868033,85.27918781725889,79.54740683059629,89.91430545788688,5.440138665346044,3
2023,Matching Words,1.6,197,206,41,186,94.41624365482234,90.228911978401,97.17998125464383,55,27.918781725888326,21.776651528457304,34.73872003565679,86.80203045685279,81.26269866489876,91.1942115408801,5.08604679955429,3
2024,Cosine Similarity,1.6,287,287,57,265,92.33449477351917,88.62418122053924,95.13392009602757,84,29.26829268292683,24.06852055702576,34.902006922608386,92.33449477351917,88.62418122053924,95.13392009602757,6.460612558173534,4
2024,Matching Words,1.6,287,287,57,263,91.63763066202091,87.81296688715499,94.56863839533504,84,29.26829268292683,24.06852055702576,34.902006922608386,91.98606271777004,88.21774101804527,94.85215864964661,6.430155210643015,4
2025,Cosine Similarity,1.6,107,124,24,103,96.26168224299066,90.70452894506056,98.9721999272242,47,43.925233644859816,34.343941172254475,53.851411555406024,87.85046728971963,80.12028729530961,93.36957874524168,3.183648658916496,2
2025,Matching Words,1.6,107,124,24,106,99.06542056074767,94.9027457430558,99.97634129632374,42,39.25233644859813,29.95173108022766,49.16369462554344,80.37383177570094,71.57763004138495,87.42126696745967,2.7961401109338198,3
2023,Cosine Similarity,1.7,197,206,41,183,92.89340101522842,88.36373327662689,96.06052676895229,65,32.994923857868024,26.476748226318314,40.03393428868033,84.77157360406092,78.97963560407074,89.48351187235937,5.457471833601585,3
2023,Matching Words,1.7,197,206,41,184,93.4010152284264,88.97988091882107,96.43982119363221,56,28.426395939086294,22.24245284229263,35.272391325771245,86.80203045685279,81.26269866489876,91.1942115408801,5.108332301597128,3
2024,Cosine Similarity,1.7,287,287,57,266,92.6829268292683,89.0323883990833,95.41381142192449,86,29.965156794425088,24.722368163721175,35.6271867567329,92.6829268292683,89.0323883990833,95.41381142192449,6.5653858336785165,4
2024,Matching Words,1.7,287,287,57,262,91.28919860627178,87.40976790537361,94.28345924300069,84,29.26829268292683,24.06852055702576,34.902006922608386,91.98606271777004,88.21774101804527,94.85215864964661,6.428936916741796,4
2025,Cosine Similarity,1.7,107,124,24,103,96.26168224299066,90.70452894506056,98.9721999272242,47,43.925233644859816,34.343941172254475,53.851411555406024,87.85046728971963,80.12028729530961,93.36957874524168,3.1000683838614087,2
2025,Matching Words,1.7,107,124,24,106,99.06542056074767,94.9027457430558,99.97634129632374,42,39.25233644859813,29.95173108022766,49.16369462554344,80.37383177570094,71.57763004138495,87.42126696745967,2.7961401109338198,3
2023,Cosine Similarity,1.8,197,206,41,182,92.38578680203045,87.75246751219967,95.67590704513735,64,32.48730964467005,26.002686762873505,39.50841331663766,85.27918781725889,79.54740683059629,89.91430545788688,5.440138665346044,3
2023,Matching Words,1.8,197,206,41,184,93.4010152284264,88.97988091882107,96.43982119363221,57,28.934010152284262,22.709227237004722,35.80510427242286,86.29441624365482,80.68885072796787,90.76975027404558,5.113284635384425,3
2024,Cosine Similarity,1.8,287,287,57,265,92.33449477351917,88.62418122053924,95.13392009602757,86,29.965156794425088,24.722368163721175,35.6271867567329,92.33449477351917,88.62418122053924,95.13392009602757,6.543456543456544,4
2024,Matching Words,1.8,287,287,57,262,91.28919860627178,87.40976790537361,94.28345924300069,83,28.9198606271777,23.742151174101313,34.53886806511191,91.63763066202091,87.81296688715499,94.56863839533504,6.4411198557540015,4
2025,Cosine Similarity,1.8,107,124,24,103,96.26168224299066,90.70452894506056,98.9721999272242,47,43.925233644859816,34.343941172254475,53.851411555406024,88.78504672897196,81.22906128635746,94.06899540103561,3.0240863156295115,2
2025,Matching Words,1.8,107,124,24,106,99.06542056074767,94.9027457430558,99.97634129632374,42,39.25233644859813,29.95173108022766,49.16369462554344,80.37383177570094,71.57763004138495,87.42126696745967,2.7961401109338198,3
2023,Cosine Similarity,1.9,197,206,41,182,92.38578680203045,87.75246751219967,95.67590704513735,65,32.994923857868024,26.476748226318314,40.03393428868033,85.78680203045685,80.11711725581864,90.34308184376943,5.692707688498205,3
2023,Matching Words,1.9,197,206,41,183,92.89340101522842,88.36373327662689,96.06052676895229,57,28.934010152284262,22.709227237004722,35.80510427242286,85.78680203045685,80.11711725581864,90.34308184376943,5.341091989600099,3
2024,Cosine Similarity,1.9,287,287,57,265,92.33449477351917,88.62418122053924,95.13392009602757,87,30.313588850174217,25.04983883762673,35.98923504151747,92.33449477351917,88.62418122053924,95.13392009602757,6.5264004288394535,4
2024,Matching Words,1.9,287,287,57,263,91.63763066202091,87.81296688715499,94.56863839533504,83,28.9198606271777,23.742151174101313,34.53886806511191,91.98606271777004,88.21774101804527,94.85215864964661,6.428936916741796,4
2025,Cosine Similarity,1.9,107,124,24,103,96.26168224299066,90.70452894506056,98.9721999272242,46,42.99065420560748,33.45874905302376,52.92056086932643,88.78504672897196,81.22906128635746,94.06899540103561,2.9936934883367528,2
2025,Matching Words,1.9,107,124,24,106,99.06542056074767,94.9027457430558,99.97634129632374,42,39.25233644859813,29.95173108022766,49.16369462554344,80.37383177570094,71.57763004138495,87.42126696745967,2.7961401109338198,3
2023,Cosine Similarity,2,197,206,41,182,92.38578680203045,87.75246751219967,95.67590704513735,63,31.97969543147208,25.52949381511142,38.982033786061464,85.78680203045685,80.11711725581864,90.34308184376943,5.712517023647394,3
2023,Matching Words,2,197,206,41,183,92.89340101522842,88.36373327662689,96.06052676895229,57,28.934010152284262,22.709227237004722,35.80510427242286,85.78680203045685,80.11711725581864,90.34308184376943,5.343568156493748,3
2024,Cosine Similarity,2,287,287,57,265,92.33449477351917,88.62418122053924,95.13392009602757,87,30.313588850174217,25.04983883762673,35.98923504151747,92.33449477351917,88.62418122053924,95.13392009602757,6.483760142296728,4
2024,Matching Words,2,287,287,57,263,91.63763066202091,87.81296688715499,94.56863839533504,83,28.9198606271777,23.742151174101313,34.53886806511191,91.63763066202091,87.81296688715499,94.56863839533504,6.575132184888282,4
2025,Cosine Similarity,2,107,124,24,103,96.26168224299066,90.70452894506056,98.9721999272242,47,43.925233644859816,34.343941172254475,53.851411555406024,86.91588785046729,79.02235527634798,92.65833707636958,3.122863004330978,2
2025,Matching Words,2,107,124,24,106,99.06542056074767,94.9027457430558,99.97634129632374,42,39.25233644859813,29.95173108022766,49.16369462554344,80.37383177570094,71.57763004138495,87.42126696745967,2.7961401109338198,3
