year,u,component,n,n_distinct,min,max,mean,sd,scaled_sd
2025,1.5,MW_count,13268,47,5,101,22.25550195960205,6.281971656017642,6.281971656017642
2025,1.5,overall_survey_match_num,13268,64,-125,205,79.22520349713596,81.88984041419624,122.83476062129436
2025,1.6,Cosine_Similarity,13268,12911,0.08748177652797066,0.9490845195428108,0.4484347213015986,0.09786571710765264,9.786571710765262
2025,1.6,MW_count,13268,47,5,101,22.25550195960205,6.281971656017642,6.281971656017642
2025,1.6,overall_survey_match_num,13268,64,-125,205,79.22520349713596,81.88984041419624,131.023744662714
2025,1.7000000000000002,Cosine_Similarity,13268,12911,0.08748177652797066,0.9490845195428108,0.4484347213015986,0.09786571710765264,9.786571710765262
2025,1.7000000000000002,MW_count,13268,47,5,101,22.25550195960205,6.281971656017642,6.281971656017642
2025,1.7000000000000002,overall_survey_match_num,13268,64,-125,205,79.22520349713596,81.88984041419624,139.21272870413364
2025,1.8,Cosine_Similarity,13268,12911,0.08748177652797066,0.9490845195428108,0.4484347213015986,0.09786571710765264,9.786571710765262
2025,1.8,MW_count,13268,47,5,101,22.25550195960205,6.281971656017642,6.281971656017642
2025,1.8,overall_survey_match_num,13268,64,-125,205,79.22520349713596,81.88984041419624,147.40171274555323
2025,1.9,Cosine_Similarity,13268,12911,0.08748177652797066,0.9490845195428108,0.4484347213015986,0.09786571710765264,9.786571710765262
2025,1.9,MW_count,13268,47,5,101,22.25550195960205,6.281971656017642,6.281971656017642
2025,1.9,overall_survey_match_num,13268,64,-125,205,79.22520349713596,81.88984041419624,155.59069678697284
2025,2,Cosine_Similarity,13268,12911,0.08748177652797066,0.9490845195428108,0.4484347213015986,0.09786571710765264,9.786571710765262
2025,2,MW_count,13268,47,5,101,22.25550195960205,6.281971656017642,6.281971656017642
2025,2,overall_survey_match_num,13268,64,-125,205,79.22520349713596,81.88984041419624,163.7796808283925
